0.46666667, 0.06666667, 0.06666667, 0.06666667, 0.06666667, 0.06666667, 0.06666667, 0.06666667, 0.06666667, 0.0
0.075, 0.475, 0.075, 0.075, 0.075, 0.075, 0.075, 0.0, 0.075, 0.0
0.075, 0.475, 0.075, 0.075, 0.075, 0.075, 0.0, 0.075, 0.075, 0.0
0.08571429, 0.08571429, 0.08571429, 0.0, 0.0, 0.08571429, 0.48571429, 0.08571429, 0.08571429, 0.0
0.12, 0.12, 0.52, 0.0, 0.0, 0.12, 0.0, 0.12, 0.0, 0.0
0.075, 0.475, 0.075, 0.0, 0.075, 0.075, 0.075, 0.075, 0.075, 0.0
0.1, 0.5, 0.1, 0.0, 0.0, 0.1, 0.0, 0.1, 0.1, 0.0
0.2, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6, 0.0, 0.0
0.5, 0.1, 0.0, 0.0, 0.1, 0.1, 0.1, 0.0, 0.1, 0.0
0.08571429, 0.08571429, 0.0, 0.0, 0.08571429, 0.08571429, 0.08571429, 0.48571429, 0.08571429, 0.0
0.55, 0.15, 0.0, 0.0, 0.0, 0.15, 0.0, 0.15, 0.0, 0.0
0.3, 0.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.48571429, 0.0, 0.08571429, 0.08571429, 0.08571429, 0.08571429, 0.08571429, 0.0, 0.08571429, 0.0
0.52, 0.0, 0.12, 0.12, 0.12, 0.12, 0.0, 0.0, 0.0, 0.0
0.6, 0.0, 0.2, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0
0.075, 0.0, 0.075, 0.075, 0.075, 0.075, 0.075, 0.475, 0.075, 0.0
0.1, 0.0, 0.1, 0.1, 0.1, 0.1, 0.5, 0.0, 0.0, 0.0
0.15, 0.0, 0.15, 0.0, 0.15, 0.55, 0.0, 0.0, 0.0, 0.0
0.52, 0.0, 0.0, 0.0, 0.12, 0.12, 0.12, 0.0, 0.12, 0.0
0.7, 0.0, 0.0, 0.0, 0.3, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.08571429, 0.08571429, 0.08571429, 0.08571429, 0.48571429, 0.08571429, 0.08571429, 0.0, 0.0
0.4, 0.1, 0.1, 0.1, 0.1, 0.1, 0.0, 0.1, 0.0, 0.0
0.4, 0.1, 0.1, 0.1, 0.1, 0.0, 0.1, 0.0, 0.1, 0.0
0.0, 0.08571429, 0.08571429, 0.0, 0.08571429, 0.08571429, 0.48571429, 0.08571429, 0.08571429, 0.0
0.4, 0.1, 0.1, 0.0, 0.1, 0.1, 0.1, 0.1, 0.0, 0.0
0.0, 0.52, 0.12, 0.0, 0.12, 0.0, 0.12, 0.12, 0.0, 0.0
0.0, 0.52, 0.12, 0.0, 0.12, 0.0, 0.0, 0.12, 0.12, 0.0
0.4 , 0.15, 0.15, 0.0, 0.0, 0.15, 0.0, 0.15, 0.0, 0.0
0.4 , 0.15, 0.0, 0.0, 0.15, 0.0, 0.15, 0.0, 0.15, 0.0
0.4, 0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3, 0.0
0.4 , 0.15, 0.0, 0.0, 0.15, 0.15, 0.0, 0.15, 0.0, 0.0
0.4 , 0.15, 0.0, 0.0, 0.0, 0.15, 0.0, 0.15, 0.15, 0.0
0.0, 0.0, 0.2, 0.0, 0.6, 0.0, 0.0, 0.2, 0.0, 0.0
0.0, 0.0, 0.2, 0.0, 0.6, 0.0, 0.0, 0.2, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.2, 0.0, 0.6, 0.0
0.0, 0.0, 0.0, 0.0, 1., 0.0, 0.0, 0.0, 0.0, 0.
0.8 , 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.0
0.0, 0.08571429, 0.08571429, 0.08571429, 0.08571429, 0.48571429, 0.08571429, 0.0, 0.08571429, 0.0
0.0, 0.08571429, 0.08571429, 0.08571429, 0.08571429, 0.08571429, 0.0, 0.08571429, 0.48571429, 0.0
0.4, 0.1, 0.1, 0.1, 0.1, 0.0, 0.1, 0.1, 0.0, 0.0
0.0, 0.12, 0.12, 0.52, 0.0, 0.12, 0.0, 0.12, 0.0, 0.0
0.0, 0.08571429, 0.08571429, 0.0, 0.08571429, 0.08571429, 0.08571429, 0.08571429, 0.48571429, 0.0
0.4, 0.1, 0.1, 0.0, 0.1, 0.1, 0.0, 0.1, 0.1, 0.0
0.0, 0.12, 0.52, 0.0, 0.12, 0.12, 0.0, 0.12, 0.0, 0.0
0.0, 0.12, 0.52, 0.0, 0.0, 0.12, 0.0, 0.12, 0.12, 0.0
0.0, 0.12, 0.52, 0.0, 0.12, 0.0, 0.12, 0.0, 0.12, 0.0
0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.6, 0.0, 0.2, 0.0
0.0, 0.2, 0.0, 0.0, 0.0, 0.2, 0.0, 0.6, 0.0, 0.0
0.4, 0.0, 0.0, 0.0, 0.6, 0.0, 0.0, 0.0, 0.0, 0.0
0.4 , 0.0, 0.0, 0.0, 0.15, 0.15, 0.15, 0.0, 0.15, 0.0
0.4, 0.0, 0.0, 0.0, 0.3, 0.0, 0.3, 0.0, 0.0, 0.0
0.4 , 0.0, 0.15, 0.0, 0.15, 0.0, 0.0, 0.15, 0.15, 0.0
0.4 , 0.0, 0.15, 0.0, 0.15, 0.0, 0.15, 0.15, 0.0, 0.0
0.4, 0.0, 0.3, 0.0, 0.0, 0.0, 0.0, 0.3, 0.0, 0.0
0.4, 0.0, 0.3, 0.0, 0.0, 0.0, 0.0, 0.3, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.2, 0.6, 0.0, 0.2, 0.0, 0.0
